,ID,TIME,FEATURE_0,FEATURE_1,ACTION,RISK,OG_CLUSTER
62,2,17,3.0603292992231137,-4.777579219969425,0,-0.004,23
63,2,18,3.7186005666790596,-3.367577426908727,3,-0.004,18
64,2,19,3.541375800722195,-3.3155548521230847,0,-0.004,18
65,2,20,3.9597620965478866,-2.6842861338266966,0,-0.004,13
66,2,21,3.5886905422353976,-1.7635757439371618,2,-0.004,8
67,2,22,4.214850351145186,-1.7141136962563164,2,-0.004,9
68,2,23,4.7437571164582355,-1.62776817790862,1,-0.004,9
69,2,24,4.811471549752735,-2.2529608009893467,1,-0.004,14
70,2,25,4.294620371250964,-3.5111241621470715,1,-0.004,19
71,2,26,4.985633348505602,-4.171027701043018,None,1.0,24
72,3,0,0.4793066337407108,-0.36424248736638454,2,-0.004,0
73,3,1,1.2818546514433318,-0.1216091657922671,3,-0.004,1
74,3,2,0.5787282252955905,-0.5295415789503009,2,-0.004,0
75,3,3,1.1495413133289645,-0.22191658057844776,0,-0.004,1
76,3,4,1.7324391608074121,-0.21380177156967206,2,-0.004,1
77,3,5,2.0384151520433904,-0.4223842461241266,1,-0.004,2
78,3,6,2.4480034863892053,-1.3712367098262472,1,-0.004,7
79,3,7,2.9578297595150937,-2.6933967241879153,1,-0.004,12
80,3,8,2.3695919556410407,-3.8911361970676115,1,-0.004,17
81,3,9,2.427938251300607,-4.5370944644497,1,-0.004,22
82,3,10,2.8491094725109276,-4.223923505534172,2,-0.004,22
83,3,11,3.757092615116892,-4.757070963320063,0,-0.004,23
84,3,12,3.0227042103058523,-3.7595541708605893,2,-0.004,18
85,3,13,3.839087119289146,-3.181061980530721,2,-0.004,18
86,3,14,3.5933360233658336,-3.7211209980259863,0,-0.004,18
87,3,15,3.8845568623371047,-2.995479777021413,0,-0.004,13
88,3,16,3.5745344577546874,-1.957915731232303,2,-0.004,8
89,3,17,4.632015924769436,-1.813176630388186,1,-0.004,9
90,3,18,4.189889474892722,-2.3134547489135824,1,-0.004,14
91,3,19,4.225736248594607,-3.753538768041575,1,-0.004,19
92,3,20,4.925257895743853,-4.73792162871039,None,1.0,24
93,4,0,0.026983176395830255,-0.9966879905184685,2,-0.004,0
94,4,1,1.4790741922984856,-0.10679258899442656,2,-0.004,1
95,4,2,2.8326566439854575,-0.16047819971683375,2,-0.004,2
96,4,3,2.350182399374451,-0.6602316386466619,1,-0.004,2
97,4,4,2.9837039609250295,-1.75548543235347,3,-0.004,7
98,4,5,2.7219615209678123,-1.6622703651451203,1,-0.004,7
99,4,6,2.5158681670142706,-2.555049070556016,1,-0.004,12
100,4,7,2.3160914612038686,-3.918212117445316,1,-0.004,17
101,4,8,2.162512577662913,-4.099258960557931,2,-0.004,22
102,4,9,3.7596874801921514,-4.071086424526205,0,-0.004,23
103,4,10,3.185359106794881,-3.63580300540645,1,-0.004,18
104,4,11,3.0865589231052093,-4.969542327273942,0,-0.004,23
105,4,12,3.514434120413129,-3.896360013901192,0,-0.004,18
106,4,13,3.4063992024507947,-2.0376155473192643,2,-0.004,13
107,4,14,3.496006001889183,-2.8511935531917794,3,-0.004,13
108,4,15,3.6112676052036004,-2.6235181649545347,0,-0.004,13
109,4,16,3.2551017513130542,-1.763868773328873,2,-0.004,8
110,4,17,4.559719445421922,-1.2040117980251932,1,-0.004,9
111,4,18,4.9013045922893035,-2.8626400830539236,1,-0.004,14
112,4,19,4.900626377927029,-3.2279963460484744,1,-0.004,19
113,4,20,4.928847378289082,-4.568336483140976,None,1.0,24
114,5,0,0.10193510726733057,-0.49182637685188,3,-0.004,0
115,5,1,0.9808261778962114,-0.3456232002790742,0,-0.004,0
116,5,2,0.9643626460518232,-0.6696463743506128,0,-0.004,0
117,5,3,0.17966923597038165,-0.11735500055048464,2,-0.004,0
118,5,4,1.0461301878913518,-0.7122259723335361,2,-0.004,1
119,5,5,2.8880625518874785,-0.17108121892024908,0,-0.004,2
120,5,6,2.9125484731974107,-0.08520892889421394,2,-0.004,2
121,5,7,2.3167944889233136,-0.3965015305720334,1,-0.004,2
122,5,8,2.05797157390893,-1.1537395764692013,1,-0.004,7
123,5,9,2.952924511134854,-2.9123364384810015,2,-0.004,12
124,5,10,2.845108888630636,-2.087298766211458,0,-0.004,12
125,5,11,2.6694094715805115,-1.1748482587586162,1,-0.004,7
126,5,12,2.4635294756042754,-2.584373750076521,2,-0.004,12
127,5,13,2.5354730349555545,-2.668117465062632,0,-0.004,12
128,5,14,2.521772865830152,-1.4581943828849737,1,-0.004,7
129,5,15,2.8778846154903643,-2.6990479114652084,3,-0.004,12
130,5,16,2.811167562075469,-2.693272811861487,0,-0.004,12
131,5,17,2.6556391185040185,-1.9411360411410756,2,-0.004,7
132,5,18,2.930990560967157,-1.4137661623661302,2,-0.004,7
133,5,19,2.926193540689236,-1.0907801659489254,3,-0.004,7
134,5,20,2.586937914908,-1.3479496464496248,1,-0.004,7
135,5,21,2.5297914587472183,-2.6333968455255894,3,-0.004,12
136,5,22,2.9405344456614646,-2.796466021508513,1,-0.004,12
137,5,23,2.904699763685976,-3.6665150864500564,1,-0.004,17
138,5,24,2.0213153112536286,-4.396588322104601,2,-0.004,22
139,5,25,3.822478110663239,-4.868025700313705,0,-0.004,23
140,5,26,3.1771548741663884,-3.919934285846926,0,-0.004,18
141,5,27,3.1545455566813194,-2.5116449587082164,2,-0.004,13
142,5,28,3.4506763225138797,-2.583135307022599,2,-0.004,13
143,5,29,3.773793738671823,-2.056885525141494,3,-0.004,13
144,6,0,0.7050428358016294,-0.9084474621385334,2,-0.004,0
145,6,1,1.2982019289627336,-0.06842224119200824,2,-0.004,1
146,6,2,2.773942504805472,-0.8307414882426929,2,-0.004,2
147,6,3,2.381610592712014,-0.6341609453755255,1,-0.004,2
148,6,4,2.8270017255849464,-1.1280551604666935,1,-0.004,7
149,6,5,2.9913128521880132,-2.242454344253945,3,-0.004,12
150,6,6,2.328630488213761,-2.834972499931963,1,-0.004,12
151,6,7,2.2052905006333465,-3.2859798741535284,1,-0.004,17
152,6,8,2.3759752775472784,-4.305578138103873,2,-0.004,22
153,6,9,3.222306204116218,-4.169334036851291,0,-0.004,23
154,6,10,3.7872253470436874,-3.621181584749411,0,-0.004,18
155,6,11,3.8134080132836075,-2.0157754945559345,0,-0.004,13
156,6,12,3.476666838070773,-1.0388875684159116,2,-0.004,8
157,6,13,4.207330622486271,-1.8036810233766614,1,-0.004,9
158,6,14,4.237527976442474,-2.5375099491359663,0,-0.004,14
159,6,15,4.362359950497326,-1.7016832014820742,3,-0.004,9
160,6,16,3.217602513981235,-1.7728649453680834,2,-0.004,8
161,6,17,4.445843260091725,-1.3274836896414925,3,-0.004,9
162,6,18,3.1618099043351755,-1.1137178603954883,2,-0.004,8
163,6,19,4.952274487496585,-1.5544331828504885,1,-0.004,9
164,6,20,4.645820791974454,-2.083611650305433,1,-0.004,14
165,6,21,4.8083051978141995,-3.7750014103636005,3,-0.004,19
166,6,22,4.09643024065522,-3.173015094673702,1,-0.004,19
167,6,23,4.3584540307446105,-4.748519412548748,None,1.0,24
168,7,0,0.6395630925673259,-0.18661903727970353,2,-0.004,0
169,7,1,1.8159799586491459,-0.7992788230617757,2,-0.004,1
170,7,2,2.655007145177407,-0.4805305429595931,1,-0.004,2
171,7,3,2.3560166736331927,-1.8499398344158693,1,-0.004,7
172,7,4,2.4947959152890653,-2.9590663321789665,1,-0.004,12
173,7,5,2.591457099108315,-3.3622447869650527,2,-0.004,17
174,7,6,2.6570539785902563,-3.1382678360570107,1,-0.004,17
175,7,7,2.383854672632413,-4.340659938196489,2,-0.004,22
176,7,8,3.9129061128697944,-4.125516833136115,0,-0.004,23
177,7,9,3.182263856816677,-3.956242314171983,0,-0.004,18
178,7,10,3.4019232582804966,-2.1585430336682165,2,-0.004,13
179,7,11,3.6356151677454167,-2.0156152625374624,0,-0.004,13
180,7,12,3.4905693761420156,-1.3767051756283433,2,-0.004,8
181,7,13,4.685802907191878,-1.8232125440565303,2,-0.004,9
182,7,14,4.120544814433975,-1.9429549415928267,1,-0.004,9
183,7,15,4.136379658372959,-2.7665417696745003,1,-0.004,14
184,7,16,4.474958467076216,-3.059229467079353,1,-0.004,19
185,7,17,4.7474986436191,-4.810728615450409,None,1.0,24
186,8,0,0.2173514369595586,-0.11757452780378641,2,-0.004,0
187,8,1,1.1345558660794035,-0.7612226220093111,2,-0.004,1
188,8,2,2.6091390213635224,-0.14874662370586167,1,-0.004,2
189,8,3,2.783616831874991,-1.8780095956305802,1,-0.004,7
190,8,4,2.715985533727165,-2.9334152680153167,3,-0.004,12
191,8,5,2.9567033672161127,-2.0277370595954975,1,-0.004,12
192,8,6,2.7414030548810406,-3.797449063266193,1,-0.004,17
193,8,7,2.7578868136115133,-4.9170401743925956,2,-0.004,22
194,8,8,3.8220708662065084,-4.289190800396403,0,-0.004,23
195,8,9,3.3336044539552727,-3.373606131295457,0,-0.004,18
196,8,10,3.5339597157823244,-2.2869452364218117,0,-0.004,13
197,8,11,3.930321432175406,-1.4428270832051056,2,-0.004,8
198,8,12,4.942212845340085,-1.6124613682432467,2,-0.004,9
199,8,13,4.599724538983899,-1.4135089797679408,2,-0.004,9
200,8,14,4.590954597588167,-1.3147932795513797,1,-0.004,9
201,8,15,4.528872876955199,-2.941650438359626,1,-0.004,14
202,8,16,4.667131851916,-3.9875000168787915,0,-0.004,19
203,8,17,4.0644005598657085,-2.324061386262044,3,-0.004,14
204,8,18,4.596520519571054,-2.0899067630867725,1,-0.004,14
205,8,19,4.95994043347325,-3.0918290908213466,1,-0.004,19
206,8,20,4.445086503136839,-4.669316416948718,None,1.0,24
207,9,0,0.7601151300701953,-0.40275909638146556,2,-0.004,0
208,9,1,1.2932455142696382,-0.744479942150725,1,-0.004,1
209,9,2,1.004414483959923,-1.0032025771190807,1,-0.004,6
210,9,3,1.5912233423411333,-2.2724996691328516,0,-0.004,11
211,9,4,1.3979381919138176,-1.4434620419852546,0,-0.004,6
212,9,5,1.9285109980923387,-0.34601116511273367,2,-0.004,1
213,9,6,2.408571689970221,-0.06419185054241816,0,-0.004,2
214,9,7,2.1397275155216198,-0.9353108470782827,1,-0.004,2
215,9,8,2.1017875390064775,-1.6511472631853032,1,-0.004,7
216,9,9,2.721696008799017,-2.000032438671128,3,-0.004,12
217,9,10,2.222719115463397,-2.5485745863750084,2,-0.004,12
218,9,11,2.8037173788411365,-2.543698979613847,3,-0.004,12
219,9,12,2.7934116644844518,-2.2359035844284474,1,-0.004,12
220,9,13,2.1643939973507784,-3.78842821843428,1,-0.004,17
221,9,14,2.897409354843897,-4.565014438890987,3,-0.004,22
222,9,15,1.7432505351055,-4.4452513267502125,2,-0.004,21
223,9,16,2.1239107856801662,-4.138415240438696,2,-0.004,22
224,9,17,3.548098101948061,-4.054751916449249,1,-0.004,23
225,9,18,3.4290519910732318,-4.936067297026969,3,-0.004,23
226,9,19,2.7245572171767454,-4.173239158621252,2,-0.004,22
227,9,20,3.1587931332229173,-4.190581145503863,1,-0.004,23
228,9,21,3.627326486964677,-4.056005364201525,3,-0.004,23
229,9,22,2.6714779368459167,-4.9636307892905585,0,-0.004,22
230,9,23,2.33799413102804,-3.6579956353416634,1,-0.004,17
231,9,24,2.843771131959731,-4.208179339643413,2,-0.004,22
232,9,25,3.2474491507927987,-4.481524506451241,0,-0.004,23
233,9,26,3.968816784584087,-3.9445939388885303,0,-0.004,18
234,9,27,3.4227609691139484,-2.0216916848279864,0,-0.004,13
235,9,28,3.34827130570379,-1.2126883124440293,1,-0.004,8
236,9,29,3.8089207354805383,-2.5683592556778274,0,-0.004,13
237,10,0,0.7049238354305433,-0.5814236293366023,2,-0.004,0
238,10,1,1.243930507168042,-0.11798555885591844,2,-0.004,1
239,10,2,2.2452241693151476,-0.20497784460687507,1,-0.004,2
240,10,3,2.115616748681702,-1.5035312407590573,1,-0.004,7
241,10,4,2.323687875408027,-2.662086413783775,1,-0.004,12
242,10,5,2.1192023962121143,-3.8933836092135516,1,-0.004,17
243,10,6,2.450843313487272,-4.983602234540534,3,-0.004,22
244,10,7,1.0766170149799639,-4.0333319425602046,1,-0.004,21
245,10,8,1.8075738317847163,-4.2773451770763025,2,-0.004,21
246,10,9,2.326532995338508,-4.121653980461023,0,-0.004,22
247,10,10,2.0912028006699357,-3.470349461341108,1,-0.004,17
248,10,11,2.0012384406860013,-4.953872651809978,0,-0.004,22
249,10,12,2.002079200784361,-3.289026861745672,1,-0.004,17
250,10,13,2.3706048978737986,-4.118848794037549,2,-0.004,22
251,10,14,3.5085955410996545,-4.980909453696211,1,-0.004,23
252,10,15,3.7058292007429405,-4.378028360866106,0,-0.004,23
253,10,16,3.731436144706035,-3.3815371417691864,0,-0.004,18
254,10,17,3.4890682480680892,-2.8841987849229933,1,-0.004,13
255,10,18,3.4947219028762895,-3.499435221589362,0,-0.004,18
256,10,19,3.429873313259894,-2.6148262344668884,0,-0.004,13
257,10,20,3.342984195863717,-1.4214986970317258,2,-0.004,8
258,10,21,4.975093049539302,-1.1795274953572257,0,-0.004,9
259,10,22,4.03181173537027,-0.25725380433806777,1,-0.004,4
260,10,23,4.365155424489532,-1.6453107565460032,3,-0.004,9
261,10,24,3.3518763551642956,-1.439547550261692,2,-0.004,8
262,10,25,4.0969757098229955,-1.2365454950152315,0,-0.004,9
263,10,26,4.059222092625606,-0.3407561297704391,2,-0.004,4
264,10,27,4.010593739589509,-0.5847272554732106,1,-0.004,4
265,10,28,4.3832389641089815,-1.9343991585201654,1,-0.004,9
266,10,29,4.492783878004348,-2.432743909092907,1,-0.004,14
267,11,0,0.002815762270966693,-0.052067034926068456,0,-0.004,0
268,11,1,0.6160335753778983,-0.6446405580423731,2,-0.004,0
269,11,2,1.091713694686994,-0.5705393207342115,3,-0.004,1
270,11,3,0.27136431839183606,-0.3306772993281386,1,-0.004,0
271,11,4,0.17847600348376758,-0.8103830221031648,2,-0.004,0
272,11,5,1.2290349090532815,-0.23956993726933362,3,-0.004,1
273,11,6,0.8311969641384385,-0.3865225469547139,3,-0.004,0
274,11,7,0.27108569034417995,-0.7582075579756735,2,-0.004,0
275,11,8,1.3661631501018343,-0.6496805117316077,2,-0.004,1
276,11,9,2.2053064394238016,-0.29691445714471987,1,-0.004,2
277,11,10,2.0741766311133096,-1.6695528307204641,0,-0.004,7
278,11,11,2.5057498912062637,-0.29668865572771463,3,-0.004,2
279,11,12,1.6415339896061973,-0.18350785590458707,2,-0.004,1
280,11,13,2.0438199265595944,-0.6402236757655371,2,-0.004,2
281,11,14,2.1554674640460423,-0.86056305194173,1,-0.004,2
282,11,15,2.564587528527097,-1.8727809492971492,1,-0.004,7
283,11,16,2.6039861510499684,-2.3256722490599167,1,-0.004,12
284,11,17,2.064455389371752,-3.293081469111057,1,-0.004,17
285,11,18,2.7052234569935436,-4.463600682666232,2,-0.004,22
286,11,19,3.399801940584748,-4.059285972989057,0,-0.004,23
287,11,20,3.0827752048166452,-3.998824545176289,0,-0.004,18
288,11,21,3.6583620811205835,-2.776196625704775,0,-0.004,13
289,11,22,3.1983495558923485,-1.3260300645355567,2,-0.004,8
290,11,23,4.346446894251921,-1.7625801873038414,0,-0.004,9
291,11,24,4.946857088793447,-0.6942535886675609,2,-0.004,4
292,11,25,4.572898413526138,-0.35715919720205647,1,-0.004,4
293,11,26,4.022444442480508,-1.411507119509218,1,-0.004,9
294,11,27,4.090761654595052,-2.661244977062383,1,-0.004,14
295,11,28,4.152774772219603,-3.1563381785072657,1,-0.004,19
296,11,29,4.505324441107515,-4.223619797902522,None,1.0,24
297,12,0,0.635231492131596,-0.2507597757928295,2,-0.004,0
298,12,1,1.3800701296635427,-0.2993329510403224,1,-0.004,1
299,12,2,1.2428300370876753,-1.5993954339551306,2,-0.004,6
300,12,3,1.1324612371611273,-1.996688961086887,2,-0.004,6
301,12,4,1.681805915220988,-1.8699862401906289,2,-0.004,6
302,12,5,1.6621708678987308,-1.3935602648062448,0,-0.004,6
303,12,6,1.9284369493276214,-0.7330789015267358,1,-0.004,1
304,12,7,1.819429178334071,-1.4479052717541827,0,-0.004,6
305,12,8,1.7957921627804265,-0.6954980194094754,2,-0.004,1
306,12,9,2.972956722584384,-0.36622773864217417,1,-0.004,2
307,12,10,2.8812264103158007,-1.0300262127313953,0,-0.004,7
308,12,11,2.5698449523683413,-0.10647527364458809,0,-0.004,2
309,12,12,2.6933962588020584,-0.9901407997788847,0,-0.004,2
310,12,13,2.369914274932854,-0.8573440965864993,1,-0.004,2
311,12,14,2.809195441340092,-1.799845021185834,0,-0.004,7
312,12,15,2.7059014757734383,-0.7693423053201767,0,-0.004,2
313,12,16,2.2693170888630108,-0.002815432263822082,1,-0.004,2
314,12,17,2.2492166196797454,-1.268100925520279,1,-0.004,7
315,12,18,2.0512348324766543,-2.9492941978561467,1,-0.004,12
316,12,19,2.8917165616659792,-3.254164532081864,3,-0.004,17
317,12,20,2.153865605318818,-3.0947336290472305,2,-0.004,17
318,12,21,2.5884038458966128,-3.1754355107415897,0,-0.004,17
319,12,22,2.3772458446329283,-2.422358820217382,2,-0.004,12
320,12,23,2.550314756030185,-2.509179973577329,0,-0.004,12
321,12,24,2.3548792375226286,-1.5807806142322929,3,-0.004,7
322,12,25,2.1816337247918485,-1.1656404216440648,1,-0.004,7
323,12,26,2.919719746019183,-2.7608938198161224,1,-0.004,12
324,12,27,2.9563202401165327,-3.95960738462802,1,-0.004,17
325,12,28,2.807022695342471,-4.051813845461842,1,-0.004,22
326,12,29,2.8508630688753303,-4.38206566321019,3,-0.004,22
327,13,0,0.9818595961984139,-0.8706563618414322,2,-0.004,0
328,13,1,1.593676094646149,-0.8095808594428923,0,-0.004,1
329,13,2,1.4068133918366297,-0.9838613429799575,1,-0.004,1
330,13,3,1.0025029141991237,-1.984164191814361,2,-0.004,6
331,13,4,1.5812781308256108,-1.7771735793376982,1,-0.004,6
332,13,5,1.7315967356923867,-2.615666450454572,0,-0.004,11
333,13,6,1.2502786213782842,-1.070101424135228,0,-0.004,6
334,13,7,1.9047632831209067,-0.5350616692842898,2,-0.004,1
335,13,8,2.4798264241403145,-0.8329175940537683,1,-0.004,2
336,13,9,2.1261428972482594,-1.1447414565731537,1,-0.004,7
337,13,10,2.1549349124999533,-2.3904051001118773,3,-0.004,12
338,13,11,2.182852976977472,-2.718227080145854,1,-0.004,12
339,13,12,2.507776227756214,-3.7340707254923275,1,-0.004,17
340,13,13,2.925175004207616,-4.534894419461586,1,-0.004,22
341,13,14,2.264945491376912,-4.99990573469045,2,-0.004,22
342,13,15,3.798591712152566,-4.07622501845273,0,-0.004,23
343,13,16,3.860661220073885,-3.355134897175194,0,-0.004,18
344,13,17,3.3752003807898143,-2.2431746244513917,1,-0.004,13
345,13,18,3.2649549739191777,-3.5818844791787883,0,-0.004,18
346,13,19,3.841881714535787,-2.3934218674751637,0,-0.004,13
347,13,20,3.7864957461987196,-1.7623931947041722,2,-0.004,8
348,13,21,4.869406218215854,-1.4976175658226416,3,-0.004,9
349,13,22,3.6161533980379796,-1.7381162335730742,2,-0.004,8
350,13,23,4.74854304874593,-1.6437650918531652,1,-0.004,9
351,13,24,4.914336332884232,-2.6956184455378285,1,-0.004,14
352,13,25,4.421441936867223,-3.3318047472171664,3,-0.004,19
353,13,26,4.622668602439399,-3.4943344223148385,3,-0.004,19
354,13,27,4.608807302510115,-3.8803797013662744,3,-0.004,19
355,13,28,4.418177870847811,-3.5548056752431685,1,-0.004,19
356,13,29,4.585068048038621,-4.131742772992144,None,1.0,24
357,14,0,0.19093210461523946,-0.69219277690068,2,-0.004,0
358,14,1,1.0173125145425086,-0.056461686191907834,2,-0.004,1
359,14,2,2.547470143392885,-0.5857018057776736,3,-0.004,2
360,14,3,1.2616661092088375,-0.7067106509817346,2,-0.004,1
361,14,4,2.413316452862497,-0.040433020087955795,1,-0.004,2
362,14,5,2.3442926170215412,-1.0513005721396365,1,-0.004,7
363,14,6,2.67627672232231,-2.739025284782595,0,-0.004,12
364,14,7,2.0940604873901556,-1.1100364857268303,0,-0.004,7
365,14,8,2.5598418373468252,-0.2522144145333466,1,-0.004,2
366,14,9,2.3204844099005504,-1.2653392678278665,2,-0.004,7
367,14,10,2.5876668857527534,-1.532166734031783,1,-0.004,7
368,14,11,2.0932653648429964,-2.9732076472022126,1,-0.004,12
369,14,12,2.850757949622314,-3.5318381579840357,1,-0.004,17
370,14,13,2.5270880110324843,-4.9203420345802265,2,-0.004,22
371,14,14,3.7921616000852088,-4.4345470403624105,2,-0.004,23
372,14,15,3.338206472616066,-4.0277620839538795,0,-0.004,23
373,14,16,3.1931963921908597,-3.328661703292873,0,-0.004,18
374,14,17,3.716428462110348,-2.357081968058119,2,-0.004,13
375,14,18,3.637242931311988,-2.411143103757582,0,-0.004,13
376,14,19,3.7713165264606374,-1.9981527262081968,2,-0.004,8
377,14,20,4.465537097586766,-1.5724267302164816,1,-0.004,9
378,14,21,4.502129078236775,-2.9007626647669693,2,-0.004,14
379,14,22,4.472287132769071,-2.2404059034802857,1,-0.004,14
380,14,23,4.466056163938555,-3.935882747392215,1,-0.004,19
381,14,24,4.807745981465178,-4.44088662487179,None,1.0,24
382,15,0,0.24702792153413178,-0.6394252391038744,2,-0.004,0
383,15,1,1.863264389776031,-0.5781069023984626,2,-0.004,1
384,15,2,2.720213293247256,-0.14184855243725114,3,-0.004,2
385,15,3,1.953915737971695,-0.4386466607917038,2,-0.004,1
386,15,4,2.4282514516081806,-0.195443203441944,0,-0.004,2
387,15,5,2.2741745119013497,-0.061073287181782954,2,-0.004,2
388,15,6,2.224024667464093,-0.46325441058733763,1,-0.004,2
389,15,7,2.1234814619633298,-1.0320053342410158,1,-0.004,7
390,15,8,2.8780080231962932,-2.312667054719693,1,-0.004,12
391,15,9,2.556935173702786,-3.6254716316384084,2,-0.004,17
392,15,10,2.3483114732010124,-3.7242944009520897,1,-0.004,17
393,15,11,2.010886380300402,-4.283109950964922,3,-0.004,22
394,15,12,1.188020111154162,-4.731628260241203,2,-0.004,21
395,15,13,2.8729727973334347,-4.1424752427637825,2,-0.004,22
396,15,14,3.1704619751349186,-4.221383862945326,0,-0.004,23
397,15,15,3.6181904959479754,-3.076231397508924,0,-0.004,18
398,15,16,3.144749708690086,-2.001121741659082,2,-0.004,13
399,15,17,3.8575331058638174,-2.2438954962554285,1,-0.004,13
400,15,18,3.709013411735396,-3.462227200188841,2,-0.004,18
401,15,19,3.5218926498473984,-3.923275494935389,1,-0.004,18
402,15,20,3.5855704644831357,-4.719877868941831,0,-0.004,23
403,15,21,3.0101306354042863,-3.112733535889805,3,-0.004,18
404,15,22,3.296201932390886,-3.649584447107314,0,-0.004,18
405,15,23,3.215048508683707,-2.807819821317385,0,-0.004,13
406,15,24,3.0768488182273988,-1.7329415271426778,2,-0.004,8
407,15,25,4.667215728862596,-1.9940133562023155,2,-0.004,9
408,15,26,4.253835751708435,-1.0704059189475066,1,-0.004,9
409,15,27,4.426271873021975,-2.696834586374638,1,-0.004,14
410,15,28,4.7909118105774,-3.4613354337570583,3,-0.004,19
411,15,29,4.245268057446449,-3.657635478911844,1,-0.004,19
412,15,30,4.868967847939737,-4.84141263472657,None,1.0,24
413,16,0,0.01673677873110202,-0.8539933992792841,2,-0.004,0
414,16,1,1.2437497572727332,-0.35619185622034066,2,-0.004,1
415,16,2,2.000778981201308,-0.4716834813184835,1,-0.004,2
416,16,3,2.051851529374759,-1.284902187772005,1,-0.004,7
417,16,4,2.5301899295354593,-2.994725913729764,1,-0.004,12
418,16,5,2.4050820889225015,-3.3112606686930186,3,-0.004,17
